Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Oceania,urban,Drinking water,2002,2.20584,45857.41859,Limited service
sdg,Oceania,total,Drinking water,2003,1.49913,135484.2272,Limited service
sdg,Oceania,rural,Drinking water,2003,1.27858,88406.58735,Limited service
sdg,Oceania,urban,Drinking water,2003,2.21741,47077.64289,Limited service
sdg,Oceania,total,Drinking water,2004,1.49677,138779.97955,Limited service
sdg,Oceania,rural,Drinking water,2004,1.27352,90470.37971,Limited service
sdg,Oceania,urban,Drinking water,2004,2.22828,48309.59977,Limited service
sdg,Oceania,total,Drinking water,2005,1.51844,144380.64507,Limited service
sdg,Oceania,rural,Drinking water,2005,1.29954,94802.9802,Limited service
sdg,Oceania,urban,Drinking water,2005,2.23986,49577.66302,Limited service
sdg,Oceania,total,Drinking water,2006,1.54846,150952.12242,Limited service
sdg,Oceania,rural,Drinking water,2006,1.33637,100078.23805,Limited service
sdg,Oceania,urban,Drinking water,2006,2.25136,50873.88485,Limited service
sdg,Oceania,total,Drinking water,2007,1.57883,157749.20089,Limited service
sdg,Oceania,rural,Drinking water,2007,1.37351,105553.94845,Limited service
sdg,Oceania,urban,Drinking water,2007,2.26295,52195.25554,Limited service
sdg,Oceania,total,Drinking water,2008,1.60983,164793.03407,Limited service
sdg,Oceania,rural,Drinking water,2008,1.41128,111250.13966,Limited service
sdg,Oceania,urban,Drinking water,2008,2.27479,53542.89404,Limited service
sdg,Oceania,total,Drinking water,2009,1.64715,172695.1357,Limited service
sdg,Oceania,rural,Drinking water,2009,1.49594,120924.28648,Limited service
sdg,Oceania,urban,Drinking water,2009,2.15623,51770.85283,Limited service
sdg,Oceania,total,Drinking water,2010,1.68898,181350.61022,Limited service
sdg,Oceania,rural,Drinking water,2010,1.58492,131366.32351,Limited service
sdg,Oceania,urban,Drinking water,2010,2.04121,49984.2801,Limited service
sdg,Oceania,total,Drinking water,2011,1.7338,190576.02627,Limited service
sdg,Oceania,rural,Drinking water,2011,1.67848,142568.12432,Limited service
sdg,Oceania,urban,Drinking water,2011,1.92188,48007.89423,Limited service
sdg,Oceania,total,Drinking water,2012,1.78179,200341.53812,Limited service
sdg,Oceania,rural,Drinking water,2012,1.77674,154510.42916,Limited service
sdg,Oceania,urban,Drinking water,2012,1.79902,45831.10888,Limited service
sdg,Oceania,total,Drinking water,2013,1.8191,209106.36725,Limited service
sdg,Oceania,rural,Drinking water,2013,1.86603,166044.84531,Limited service
sdg,Oceania,urban,Drinking water,2013,1.6583,43061.516,Limited service
sdg,Oceania,total,Drinking water,2014,1.86013,218475.88836,Limited service
sdg,Oceania,rural,Drinking water,2014,1.95992,178328.84178,Limited service
sdg,Oceania,urban,Drinking water,2014,1.51703,40147.05203,Limited service
sdg,Oceania,total,Drinking water,2015,1.90497,228452.25896,Limited service
sdg,Oceania,rural,Drinking water,2015,2.05849,191372.42993,Limited service
sdg,Oceania,urban,Drinking water,2015,1.37551,37079.82311,Limited service
sdg,Oceania,total,Drinking water,2016,1.95338,239037.44835,Limited service
sdg,Oceania,rural,Drinking water,2016,2.16165,205186.45661,Limited service
sdg,Oceania,urban,Drinking water,2016,1.23321,33850.99047,Limited service
sdg,Oceania,total,Drinking water,2017,2.0049,250217.98119,Limited service
sdg,Oceania,rural,Drinking water,2017,2.26915,219769.22882,Limited service
sdg,Oceania,urban,Drinking water,2017,1.0893,30448.74703,Limited service
sdg,Oceania,total,Drinking water,2018,2.05902,261946.39602,Limited service
sdg,Oceania,rural,Drinking water,2018,2.38095,235122.5029,Limited service
sdg,Oceania,urban,Drinking water,2018,0.94225,26823.88999,Limited service
sdg,Oceania,total,Drinking water,2019,2.11388,273999.5358,Limited service
sdg,Oceania,rural,Drinking water,2019,2.49447,251003.00343,Limited service
sdg,Oceania,urban,Drinking water,2019,0.7931,22996.53402,Limited service
sdg,Oceania,total,Drinking water,2020,2.17267,286841.46879,Limited service
sdg,Oceania,rural,Drinking water,2020,2.61227,267640.33675,Limited service
sdg,Oceania,urban,Drinking water,2020,0.65123,19254.92533,Limited service
sdg,Oceania,total,Drinking water,2021,2.23202,300003.99571,Limited service
sdg,Oceania,rural,Drinking water,2021,2.67877,279205.099,Limited service
sdg,Oceania,urban,Drinking water,2021,0.67754,20448.35893,Limited service
sdg,Oceania,total,Drinking water,2022,2.07882,284297.01829,Limited service
sdg,Oceania,rural,Drinking water,2022,2.72793,288968.57679,Limited service
sdg,Oceania,urban,Drinking water,2022,0.47904,14768.18612,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2000,8.9582,57379075.03302,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2000,9.10848,39883859.95562,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2000,8.63294,17494133.46111,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2001,9.24457,60790604.16441,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2001,9.46039,42249859.06276,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2001,8.78707,18539357.12195,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2002,9.49179,64092091.46593,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2002,9.82056,44732149.12061,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2002,8.80948,19358198.5179,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2003,9.73761,67524488.3722,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2003,10.18826,47333317.24325,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2003,8.82187,20189120.1103,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2004,9.98069,71088678.86684,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2004,10.55254,50007495.80932,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2004,8.84288,21078876.22644,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2005,10.21701,74754329.8062,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2005,10.91472,52748810.90886,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2005,8.85845,22002972.90012,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2006,10.44219,78490739.69238,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2006,11.27143,55556277.07479,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2006,8.86272,22934463.61997,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2007,10.6664,82384200.80385,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2007,11.63378,58530302.66116,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2007,8.8589,23853898.15875,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2008,10.88528,86402029.41414,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2008,11.99282,61505037.35648,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2008,8.86323,24896990.63425,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2009,11.09912,90539964.53892,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2009,12.35176,64566161.26549,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2009,8.86442,25973803.18285,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2010,11.30719,94800044.54654,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2010,12.70905,67705964.22486,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2010,8.86392,27094080.95204,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2011,11.65375,101615940.95419,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2011,13.22838,72922603.73672,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2011,8.94709,28693336.63573,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2012,11.86357,106332461.1341,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2012,13.60942,76479493.9312,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2012,8.92908,29852966.50664,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2013,12.07103,111205502.74053,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2013,13.99423,80157350.36765,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2013,8.90982,31048152.42409,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2014,12.26845,116144179.06474,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2014,14.3744,83875337.12891,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2014,8.88496,32268840.69739,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2015,12.45562,121161764.46984,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2015,14.7506,87645305.61696,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2015,8.85352,33516457.55266,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2016,12.64554,126332766.29312,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2016,15.12991,91512409.65135,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2016,8.83348,34820357.40272,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2017,12.8291,131561270.13637,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2017,15.48942,95316787.01066,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2017,8.82745,36203521.59116,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2018,13.02604,137128768.04766,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2018,15.87484,99369320.13127,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2018,8.84061,37729329.98277,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2019,13.22819,142954029.60001,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2019,16.26863,103583875.33352,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2019,8.86058,39338117.7984,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2020,13.41818,148842470.30083,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2020,16.64237,107765658.02038,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2020,8.88902,41042520.53118,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2021,13.59156,154663573.31994,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2021,16.98988,111813230.69358,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2021,8.92298,42814431.48163,Limited service
sdg,Sub-Saharan Africa,total,Drinking water,2022,13.75258,160460523.74158,Limited service
sdg,Sub-Saharan Africa,rural,Drinking water,2022,17.29924,115637094.05391,Limited service
sdg,Sub-Saharan Africa,urban,Drinking water,2022,8.99862,44841409.08024,Limited service
sdg,Australia and New Zealand,urban,Drinking water,2000,98.58203,19061938.20284,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2001,98.58187,19259561.63183,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2002,98.58249,19524345.48754,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2003,98.69312,19818328.56749,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2004,98.803,20107180.87943,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2005,98.91211,20405506.89751,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2006,99.02069,20741937.46826,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2007,99.12854,21128219.40205,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2008,99.23642,21558432.79104,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2009,99.34495,21990355.89685,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2010,99.45421,22378363.95029,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2011,99.56374,22743168.70767,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2012,99.67358,23135428.02847,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2013,99.70265,23528256.05896,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2014,99.69037,23911055.56588,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2015,99.67811,24299271.67547,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2016,99.65749,24708212.9159,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2017,99.63687,25136365.03018,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2018,99.61626,25573784.16773,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2019,99.59568,26028212.74366,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2020,99.57509,26413348.42679,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2021,99.55449,26718441.96468,Safely managed service
sdg,Australia and New Zealand,urban,Drinking water,2022,99.53387,27018973.02633,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2000,44.725,683589834.20184,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2000,37.24499,400407095.53654,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2000,62.46228,283182748.36679,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2001,45.62458,710623251.46259,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2001,38.44783,419494841.65143,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2001,62.41108,291128392.37909,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2002,46.49419,737668677.9578,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2002,39.64849,438586400.28383,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2002,62.25747,299082270.74373,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2003,47.3573,764889128.96574,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2003,40.84864,457818508.95308,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2003,62.11264,307070612.82803,Safely managed service
